order_id,order_date,category,region,channel,customer_segment,payment_method,customer_id,unit_price,quantity,discount_pct_of_price,revenue,satisfaction_score,delivery_days
ORD-103773,2024-04-03,Electronics,North,In-Store,New,Debit Card,CUST-1939,422.98,1,0.0,441.84,4.3,2.0
ORD-102549,2024-04-03,Toys,West,Mobile App,Returning,Credit Card,CUST-3081,104.16,1,11.1,96.73,4.7,4.0
ORD-102818,2024-04-03,Apparel,Central,Online,Returning,PayPal,CUST-1632,190.22,10,14.0,1708.83,3.4,7.0
ORD-100017,2024-04-03,Apparel,West,Online,New,PayPal,CUST-2689,125.55,5,1.4,646.56,,5.0
ORD-102908,2024-04-03,Apparel,East,Online,Returning,Gift Card,CUST-2736,144.66,2,0.4,301.01,3.6,6.0
ORD-102696,2024-04-03,Home & Garden,North,Mobile App,Returning,PayPal,CUST-2926,359.91,1,5.2,356.41,5.0,6.0
ORD-104144,2024-04-04,Sports,East,In-Store,New,PayPal,CUST-3184,193.6,3,5.8,571.77,3.4,0.0
ORD-100704,2024-04-04,Toys,South,Online,New,Credit Card,CUST-2306,41.15,1,1.8,42.23,,7.0
ORD-100944,2024-04-04,Beauty,Central,Online,Returning,Gift Card,CUST-3323,29.17,3,8.1,84.05,4.6,4.0
ORD-102698,2024-04-04,Beauty,East,Online,Returning,PayPal,CUST-1059,71.58,10,15.0,635.85,3.4,3.0
ORD-102103,2024-04-04,Sports,South,Mobile App,Returning,Gift Card,CUST-2109,209.03,1,6.7,203.81,3.5,2.0
ORD-102005,2024-04-04,Apparel,East,In-Store,Returning,Credit Card,CUST-1283,132.99,2,7.7,256.56,4.9,0.0
ORD-100073,2024-04-04,Beauty,South,Online,Returning,PayPal,CUST-2207,82.98,5,13.7,374.2,,8.0
ORD-104117,2024-04-05,Beauty,North,Mobile App,Returning,Gift Card,CUST-2994,89.12,1,8.8,84.98,4.3,7.0
ORD-101775,2024-04-05,Electronics,North,In-Store,New,Debit Card,CUST-2281,463.05,1,0.0,484.14,3.6,0.0
ORD-103101,2024-04-05,Electronics,West,Online,VIP,Debit Card,CUST-2159,944.4,1,7.7,911.38,2.8,4.0
ORD-104203,2024-04-05,Electronics,East,In-Store,Returning,Credit Card,CUST-1323,96.94,3,0.0,304.07,,1.0
ORD-102084,2024-04-05,Sports,West,In-Store,New,PayPal,CUST-1548,304.64,1,0.0,318.52,4.2,2.0
ORD-103286,2024-04-05,Beauty,West,Mobile App,New,Debit Card,CUST-3381,33.11,3,2.4,101.36,3.8,4.0
ORD-103021,2024-04-05,Apparel,West,In-Store,New,Gift Card,CUST-2910,164.74,2,5.8,324.51,4.5,2.0
ORD-103944,2024-04-05,Apparel,South,Online,Returning,Gift Card,CUST-1684,31.23,1,0.6,32.46,4.5,5.0
ORD-100433,2024-04-05,Beauty,North,In-Store,VIP,PayPal,CUST-2509,30.08,4,3.0,122.03,3.8,0.0
ORD-100442,2024-04-06,Beauty,West,In-Store,New,PayPal,CUST-3327,30.35,1,5.6,29.97,2.8,0.0
ORD-101925,2024-04-06,Apparel,West,Online,New,Debit Card,CUST-3276,18.19,2,2.9,36.95,4.5,5.0
ORD-102430,2024-04-06,Beauty,North,Online,VIP,Credit Card,CUST-2599,88.77,1,13.1,80.69,5.0,5.0
ORD-103537,2024-04-06,Apparel,South,Online,Returning,Debit Card,CUST-1664,43.01,4,9.4,163.04,3.8,5.0
ORD-100669,2024-04-06,Sports,South,Online,Returning,Gift Card,CUST-3143,35.85,4,10.9,133.65,3.6,3.0
ORD-100413,2024-04-06,Sports,Central,Mobile App,VIP,,CUST-1961,254.85,10,9.9,2401.89,3.4,2.0
ORD-101644,2024-04-06,Home & Garden,North,In-Store,Returning,Credit Card,CUST-2110,318.09,3,12.8,870.42,4.6,1.0
ORD-103526,2024-04-07,Electronics,North,Mobile App,Returning,Debit Card,CUST-1348,1071.49,1,13.5,969.94,3.0,6.0
ORD-104656,2024-04-07,Beauty,West,In-Store,New,Debit Card,CUST-2232,17.26,2,4.4,34.54,3.8,0.0
ORD-104020,2024-04-07,Toys,South,Mobile App,VIP,Debit Card,CUST-3414,72.61,5,9.8,342.7,4.1,3.0
ORD-104757,2024-04-07,Toys,North,Online,New,Gift Card,CUST-3203,75.33,1,5.9,74.18,4.2,4.0
ORD-104302,2024-04-07,Home & Garden,West,Online,Returning,Credit Card,CUST-2665,434.92,2,4.3,871.15,3.6,5.0
ORD-102760,2024-04-07,Sports,West,Online,Returning,PayPal,CUST-1206,167.96,1,1.9,172.43,4.6,6.0
ORD-102206,2024-04-08,Electronics,West,Online,Returning,PayPal,CUST-2865,1122.7,1,,1102.57,2.9,7.0
ORD-100947,2024-04-08,Beauty,West,Online,New,Credit Card,CUST-1646,45.14,2,0.0,94.52,3.6,7.0
ORD-101894,2024-04-08,Apparel,West,In-Store,Returning,Gift Card,CUST-3216,178.96,3,5.0,534.0,3.7,0.0
ORD-103605,2024-04-08,Toys,North,Online,New,Debit Card,CUST-1009,54.1,1,0.4,56.42,3.3,6.0
ORD-100603,2024-04-08,Beauty,West,In-Store,Returning,PayPal,CUST-2426,32.83,1,5.2,32.59,3.3,3.0
ORD-103307,2024-04-08,Beauty,South,Online,VIP,Gift Card,CUST-1459,123.88,1,20.9,102.59,,3.0
ORD-103268,2024-04-08,Apparel,West,Online,New,Credit Card,CUST-2723,34.43,1,3.9,34.64,4.0,6.0
ORD-101818,2024-04-08,Beauty,West,In-Store,Returning,Debit Card,CUST-1191,123.39,1,5.7,121.82,4.7,0.0
ORD-102479,2024-04-08,Toys,North,In-Store,New,Credit Card,CUST-2478,5.89,2,1.8,12.11,5.0,1.0
ORD-101357,2024-04-08,Home & Garden,Central,Online,VIP,Gift Card,CUST-2463,184.89,1,15.7,163.19,4.7,4.0
ORD-100822,2024-04-09,Sports,North,In-Store,Returning,Debit Card,CUST-1868,20.41,2,4.0,41.05,3.7,0.0
ORD-104473,2024-04-09,Toys,South,Online,New,PayPal,CUST-2173,27.68,4,0.0,115.98,3.5,4.0
ORD-102726,2024-04-09,Electronics,West,Online,Returning,PayPal,CUST-1823,544.82,1,5.7,538.15,3.6,0.0
ORD-104836,2024-04-10,Sports,North,Mobile App,Returning,PayPal,CUST-1301,221.85,1,0.0,232.49,4.0,4.0
ORD-102377,2024-04-10,Sports,Central,Online,Returning,Gift Card,CUST-1863,241.91,2,7.4,469.5,4.2,5.0
ORD-102233,2024-04-10,Apparel,North,In-Store,VIP,Debit Card,CUST-2990,182.85,2,5.0,364.07,3.7,0.0
ORD-101835,2024-04-10,Electronics,West,Online,New,PayPal,CUST-1657,976.34,4,2.7,3982.1,4.7,5.0
ORD-101341,2024-04-10,Sports,North,In-Store,Returning,Debit Card,CUST-1269,180.75,2,3.9,364.06,3.5,2.0
ORD-100681,2024-04-10,Apparel,West,Mobile App,New,Credit Card,CUST-2983,43.5,1,7.9,41.98,3.8,7.0
ORD-101527,2024-04-11,Sports,West,In-Store,New,Debit Card,CUST-1645,132.96,1,6.8,129.92,4.6,
ORD-102107,2024-04-11,Electronics,East,In-Store,VIP,Debit Card,CUST-1201,50.68,1,11.7,46.92,3.9,0.0
ORD-104667,2024-04-11,Electronics,Central,Online,VIP,Credit Card,CUST-3361,623.49,3,11.5,1735.53,4.5,7.0
ORD-100720,2024-04-11,Apparel,South,In-Store,Returning,Credit Card,CUST-1630,124.15,4,5.5,492.01,3.6,0.0
ORD-102209,2024-04-11,Apparel,East,In-Store,Returning,PayPal,CUST-1579,173.89,4,2.3,712.47,3.7,0.0
ORD-103888,2024-04-12,Toys,North,In-Store,Returning,Credit Card,CUST-2375,54.3,10,0.0,569.55,4.3,1.0
ORD-100240,2024-04-12,Electronics,East,Mobile App,New,Debit Card,CUST-1568,529.36,1,0.1,554.69,5.0,5.0
ORD-100768,2024-04-12,Toys,West,Online,New,Credit Card,CUST-1437,31.48,3,0.0,99.06,3.8,5.0
ORD-100099,2024-04-12,Toys,East,Online,Returning,PayPal,CUST-2631,114.8,5,5.7,567.75,4.0,6.0
ORD-103203,2024-04-12,Beauty,West,Mobile App,Returning,Debit Card,CUST-2718,55.6,1,3.5,56.28,4.3,6.0
ORD-104025,2024-04-12,Toys,West,In-Store,Returning,Gift Card,CUST-2078,69.1,1,4.5,69.22,4.6,0.0
ORD-100305,2024-04-12,Apparel,West,Online,VIP,PayPal,CUST-2202,120.48,1,5.5,119.42,4.4,4.0
ORD-100619,2024-04-12,Apparel,West,In-Store,Returning,Debit Card,CUST-3408,136.88,3,4.4,411.77,3.2,0.0
ORD-103248,2024-04-12,Toys,South,In-Store,Returning,Credit Card,CUST-1178,118.69,3,4.5,356.68,4.4,0.0
ORD-100461,2024-04-12,Toys,South,In-Store,VIP,Credit Card,CUST-3270,108.56,1,12.5,99.64,3.6,0.0
ORD-102735,2024-04-12,Sports,South,Mobile App,Returning,Credit Card,CUST-2240,44.01,1,10.8,41.18,3.7,4.0
ORD-100117,2024-04-12,Beauty,West,Online,New,Debit Card,CUST-1108,12.82,1,6.5,12.57,4.4,5.0
ORD-101444,2024-04-12,Electronics,West,Online,Returning,Debit Card,CUST-3286,733.72,2,8.4,1409.91,3.4,6.0
ORD-103992,2024-04-12,Beauty,North,In-Store,VIP,Credit Card,CUST-1970,145.11,1,4.6,145.2,4.1,1.0
ORD-103513,2024-04-13,Sports,South,Online,New,Debit Card,CUST-1604,71.92,2,0.0,150.94,4.4,5.0
ORD-103834,2024-04-13,Sports,North,In-Store,VIP,PayPal,CUST-1577,248.72,3,16.8,651.46,4.2,2.0
ORD-104015,2024-04-13,Home & Garden,South,In-Store,Returning,Credit Card,CUST-2241,125.05,2,2.6,255.63,3.3,0.0
ORD-100328,2024-04-13,Beauty,West,In-Store,Returning,PayPal,CUST-1206,15.3,1,13.5,13.89,3.9,0.0
ORD-104367,2024-04-13,Electronics,West,In-Store,Returning,PayPal,CUST-3254,876.04,1,0.5,914.71,,0.0
ORD-101089,2024-04-13,Apparel,East,In-Store,New,PayPal,CUST-1181,174.9,2,5.3,347.62,3.6,0.0
ORD-101962,2024-04-14,Apparel,South,In-Store,Returning,Credit Card,CUST-2050,159.31,4,0.0,669.01,3.9,2.0
ORD-102518,2024-04-14,Sports,South,Online,Returning,Credit Card,CUST-1802,191.97,3,11.3,536.3,4.6,2.0
ORD-100833,2024-04-14,Apparel,East,Online,VIP,Gift Card,CUST-2280,179.8,26,12.1,1886.54,3.8,6.0
ORD-104953,2024-04-14,Sports,West,Online,Returning,PayPal,CUST-1313,227.22,2,5.3,451.81,3.8,3.0
ORD-101186,2024-04-14,Apparel,West,In-Store,New,PayPal,CUST-3228,85.13,3,3.4,259.01,,0.0
ORD-100255,2024-04-15,Beauty,Central,In-Store,Returning,Debit Card,CUST-2247,34.45,3,10.9,96.72,2.6,0.0
ORD-102301,2024-04-15,Electronics,East,In-Store,Returning,Credit Card,CUST-1486,305.23,1,4.3,306.81,3.9,0.0
ORD-101062,2024-04-15,Toys,Central,In-Store,New,Credit Card,CUST-2256,79.0,3,9.0,226.53,3.8,1.0
ORD-100527,2024-04-15,Beauty,West,Online,New,Debit Card,CUST-3346,19.82,3,3.0,60.58,3.6,6.0
ORD-100407,2024-04-15,Electronics,West,In-Store,Returning,PayPal,CUST-2561,469.73,2,15.5,833.81,3.2,0.0
ORD-101611,2024-04-15,Beauty,South,Online,Returning,Gift Card,CUST-1667,71.08,2,5.2,141.55,3.5,6.0
ORD-103670,2024-04-15,Toys,North,In-Store,Returning,Debit Card,CUST-2957,75.82,1,5.3,75.42,4.5,0.0
ORD-104060,2024-04-15,Home & Garden,West,In-Store,New,Debit Card,CUST-3017,252.92,1,0.0,265.65,3.9,0.0
ORD-100521,2024-04-16,Sports,South,Online,Returning,PayPal,CUST-1135,180.12,1,6.2,177.54,3.8,5.0
ORD-100923,2024-04-16,Apparel,Central,In-Store,Returning,Credit Card,CUST-2827,116.97,5,3.6,592.45,4.6,1.0
ORD-101934,2024-04-17,Home & Garden,West,Online,VIP,Debit Card,CUST-1563,257.48,3,8.1,746.29,2.2,3.0
ORD-104097,2024-04-17,Apparel,East,Online,Returning,Gift Card,CUST-3462,167.32,5,12.8,766.94,3.9,1.0
ORD-102329,2024-04-17,Toys,East,Mobile App,VIP,Credit Card,CUST-2694,98.22,1,14.3,88.49,4.7,5.0
ORD-103057,2024-04-17,Apparel,North,Online,Returning,Debit Card,CUST-2708,103.1,5,0.4,539.78,4.1,4.0
ORD-100456,2024-04-18,Electronics,South,Online,Returning,PayPal,CUST-2714,158.02,2,7.3,308.14,4.0,6.0
ORD-100937,2024-04-18,Apparel,West,Online,VIP,Credit Card,CUST-1529,35.52,1,23.2,28.69,4.6,6.0
ORD-100974,2024-04-18,Home & Garden,South,Online,Returning,Credit Card,CUST-2052,168.49,1,5.1,168.18,4.3,6.0
ORD-104630,2024-04-18,Home & Garden,East,Mobile App,VIP,Gift Card,CUST-3258,85.89,3,9.0,246.62,4.1,3.0
ORD-103068,2024-04-18,Electronics,South,Online,Returning,PayPal,CUST-2523,929.1,3,0.0,2931.63,4.9,4.0
ORD-102890,2024-04-18,Home & Garden,West,Online,Returning,Debit Card,CUST-1940,115.88,1,0.0,121.88,4.6,5.0
ORD-101574,2024-04-18,Electronics,West,Online,New,Credit Card,CUST-2943,1009.15,4,2.5,4139.48,4.1,2.0
ORD-102888,2024-04-18,Home & Garden,North,In-Store,Returning,Credit Card,CUST-1912,237.2,1,5.2,236.51,4.5,0.0
ORD-100751,2024-04-18,Home & Garden,North,Online,New,Gift Card,CUST-2213,409.25,1,6.1,404.18,4.4,4.0
ORD-101606,2024-04-18,Sports,North,In-Store,Returning,PayPal,CUST-1288,51.07,1,7.2,49.85,3.6,4.0
ORD-102662,2024-04-19,Electronics,South,In-Store,Returning,Credit Card,CUST-1022,61.85,2,4.6,124.18,3.9,1.0
ORD-102062,2024-04-19,Apparel,North,Mobile App,New,Debit Card,CUST-1290,188.06,3,0.0,593.66,3.9,8.0
ORD-103829,2024-04-19,Apparel,Central,Online,Returning,Gift Card,CUST-3385,106.55,1,12.9,97.66,3.3,5.0
ORD-101697,2024-04-19,Beauty,South,Online,Returning,Credit Card,CUST-3423,64.07,1,9.4,61.08,5.0,7.0
ORD-101676,2024-04-19,Sports,East,In-Store,Returning,Debit Card,CUST-2764,77.07,2,13.8,139.81,4.3,0.0
ORD-104719,2024-04-19,Electronics,West,Online,New,Credit Card,CUST-1331,280.06,1,1.4,290.57,3.6,1.0
ORD-104751,2024-04-19,Home & Garden,North,Mobile App,Returning,Gift Card,CUST-1263,312.49,1,8.4,301.2,4.5,3.0
ORD-101523,2024-04-19,Toys,East,Online,Returning,PayPal,CUST-1108,72.95,2,0.4,152.91,,7.0
ORD-104765,2024-04-20,Electronics,North,In-Store,VIP,Gift Card,CUST-2660,367.81,2,10.5,693.1,3.9,0.0
ORD-101480,2024-04-20,Electronics,East,In-Store,Returning,Credit Card,CUST-3047,535.37,1,6.8,525.28,3.5,
ORD-103979,2024-04-20,Apparel,West,Online,New,Credit Card,CUST-2328,138.3,1,5.4,137.73,3.5,6.0
ORD-101103,2024-04-20,Apparel,Central,Online,Returning,Gift Card,CUST-1584,40.45,1,8.4,39.01,4.9,7.0
ORD-104210,2024-04-20,Electronics,East,Online,Returning,PayPal,CUST-1528,373.71,1,3.2,380.83,4.4,5.0
ORD-100272,2024-04-20,Beauty,North,In-Store,Returning,PayPal,CUST-1541,38.67,2,5.0,77.35,3.6,0.0
ORD-102638,2024-04-20,Apparel,South,In-Store,Returning,Gift Card,CUST-2911,102.89,4,3.4,418.53,3.2,0.0
ORD-104112,2024-04-20,Home & Garden,North,Online,Returning,Credit Card,CUST-2361,182.97,1,12.0,169.51,4.1,5.0
ORD-104347,2024-04-20,Apparel,East,Online,New,Gift Card,CUST-1444,154.68,1,0.0,162.84,3.1,2.0
ORD-100356,2024-04-20,Sports,North,Online,Returning,Debit Card,CUST-2906,192.45,3,0.0,607.8,4.7,4.0
ORD-103700,2024-04-21,Home & Garden,West,Online,New,Gift Card,CUST-2868,401.9,10,9.7,3822.3,3.8,8.0
ORD-101969,2024-04-21,Apparel,North,Mobile App,New,Debit Card,CUST-1518,59.42,2,3.2,121.16,3.6,3.0
ORD-104848,2024-04-21,Apparel,Central,Online,VIP,Credit Card,CUST-1723,171.19,2,7.5,333.56,5.0,6.0
ORD-102007,2024-04-21,Electronics,North,Online,Returning,Debit Card,CUST-2894,401.28,2,4.5,807.23,5.0,5.0
ORD-102012,2024-04-21,Beauty,South,In-Store,Returning,Credit Card,CUST-2974,46.93,1,,48.59,3.5,0.0
ORD-104017,2024-04-21,Sports,South,In-Store,Returning,Gift Card,CUST-2666,168.47,2,9.1,322.58,4.6,3.0
ORD-100181,2024-04-21,Beauty,West,Online,Returning,Credit Card,CUST-2280,23.47,5,5.7,116.55,4.1,6.0
ORD-103037,2024-04-22,Sports,West,Online,Returning,Debit Card,CUST-3452,41.28,1,6.1,40.84,3.5,6.0
ORD-103685,2024-04-22,Sports,South,Online,New,Gift Card,CUST-2993,244.58,3,4.2,740.67,3.7,6.0
ORD-100960,2024-04-22,Home & Garden,Central,Online,New,Debit Card,CUST-1322,251.06,4,0.0,1058.17,4.3,3.0
ORD-101536,2024-04-22,Apparel,Central,Mobile App,New,Gift Card,CUST-1037,176.66,2,0.0,372.29,4.5,6.0
ORD-101045,2024-04-22,Home & Garden,East,Mobile App,Returning,PayPal,CUST-2320,349.15,4,12.2,1292.06,3.5,5.0
ORD-102885,2024-04-22,Beauty,South,In-Store,VIP,Credit Card,CUST-3024,144.37,1,11.9,134.02,4.3,0.0
ORD-100389,2024-04-22,Electronics,East,Online,Returning,PayPal,CUST-3034,505.65,10,9.6,4816.54,3.9,7.0
ORD-103927,2024-04-22,Apparel,North,Online,Returning,Credit Card,CUST-2537,99.13,1,1.0,103.41,2.4,7.0
ORD-102221,2024-04-22,Home & Garden,Central,Online,Returning,Gift Card,CUST-1651,469.31,2,9.0,900.01,4.5,2.0
ORD-102307,2024-04-22,Home & Garden,North,Online,Returning,PayPal,CUST-2962,187.78,2,0.0,395.73,4.2,4.0
ORD-100535,2024-04-22,Sports,Central,In-Store,New,Gift Card,CUST-2770,63.18,2,0.0,133.15,3.0,1.0
ORD-100057,2024-04-22,Apparel,South,Online,VIP,,CUST-1710,69.21,1,3.9,70.08,4.2,6.0
ORD-103567,2024-04-22,Apparel,South,Mobile App,New,Credit Card,CUST-2812,184.35,1,5.1,184.34,3.5,5.0
ORD-101228,2024-04-22,Sports,North,Online,Returning,Debit Card,CUST-1333,268.79,4,3.2,1096.64,4.0,5.0
ORD-104556,2024-04-23,Beauty,South,Mobile App,VIP,Debit Card,CUST-3449,44.14,1,24.8,34.99,3.9,
ORD-104662,2024-04-23,Home & Garden,North,Online,New,PayPal,CUST-2420,204.1,3,8.0,593.84,4.8,5.0
ORD-100532,2024-04-23,Apparel,East,Online,New,Gift Card,CUST-2051,121.93,3,0.0,385.61,4.4,7.0
ORD-102791,2024-04-23,Home & Garden,West,Online,Returning,PayPal,CUST-2388,259.51,3,6.8,764.9,3.8,5.0
ORD-103602,2024-04-23,Beauty,West,Online,New,Credit Card,CUST-2362,44.18,1,6.0,43.78,2.5,7.0
ORD-103807,2024-04-23,Beauty,Central,Online,New,PayPal,CUST-1436,24.25,4,0.0,102.26,3.7,5.0
ORD-100883,2024-04-23,Home & Garden,South,Online,Returning,Credit Card,CUST-1513,365.78,1,9.0,350.89,4.2,6.0
ORD-101405,2024-04-23,Sports,North,Mobile App,Returning,Credit Card,CUST-2884,281.36,2,8.1,545.16,4.8,4.0
ORD-102248,2024-04-23,Beauty,West,Mobile App,New,,CUST-3254,142.49,3,2.0,441.62,3.2,6.0
ORD-103402,2024-04-24,Electronics,South,Mobile App,New,Credit Card,CUST-2754,1076.11,1,2.7,1104.28,4.1,5.0
ORD-104417,2024-04-24,Sports,West,Online,Returning,PayPal,CUST-2995,338.3,2,1.6,702.16,4.2,4.0
ORD-101946,2024-04-24,Apparel,East,In-Store,New,Credit Card,CUST-1726,115.07,3,3.2,352.43,3.9,1.0
ORD-101654,2024-04-24,Home & Garden,East,Online,VIP,Credit Card,CUST-1659,265.63,4,14.2,961.47,3.0,3.0
ORD-100846,2024-04-24,Beauty,East,Mobile App,Returning,Debit Card,CUST-2452,25.97,2,6.7,51.11,3.9,5.0
ORD-103706,2024-04-24,Apparel,East,Mobile App,New,Gift Card,CUST-2057,34.47,3,1.1,107.86,3.6,3.0
ORD-103252,2024-04-24,Beauty,West,Online,New,PayPal,CUST-3032,76.87,3,2.6,236.89,3.8,2.0
ORD-100936,2024-04-25,Apparel,South,Online,New,PayPal,CUST-1543,197.66,5,1.0,1032.36,4.2,5.0
ORD-102426,2024-04-25,Electronics,West,Online,Returning,Credit Card,CUST-3123,99.52,4,7.8,387.27,,3.0
ORD-100749,2024-04-25,Home & Garden,North,Online,New,Debit Card,CUST-1208,39.68,5,3.2,202.64,4.1,5.0
ORD-102867,2024-04-25,Beauty,South,In-Store,New,PayPal,CUST-3186,113.1,3,5.8,337.24,3.4,0.0
ORD-103350,2024-04-26,Toys,South,Online,Returning,Debit Card,CUST-2894,88.63,2,4.5,178.7,4.0,2.0
ORD-101694,2024-04-26,Apparel,East,Mobile App,VIP,Debit Card,CUST-1511,174.65,1,8.4,168.88,4.4,7.0
ORD-104956,2024-04-27,Sports,North,In-Store,New,Credit Card,CUST-1094,171.7,4,2.4,707.92,3.6,0.0
ORD-100286,2024-04-27,Sports,West,In-Store,Returning,Gift Card,CUST-1917,186.59,1,0.0,197.06,3.7,0.0
ORD-103326,2024-04-27,Sports,West,Online,Returning,Debit Card,CUST-2472,127.89,5,0.0,675.32,3.4,7.0
ORD-103364,2024-04-27,Sports,East,In-Store,New,Gift Card,CUST-1081,100.4,1,0.0,106.03,3.3,0.0
ORD-103162,2024-04-27,Home & Garden,Central,Mobile App,Returning,Gift Card,CUST-1056,465.87,3,6.3,1383.02,4.1,4.0
ORD-100177,2024-04-27,Beauty,Central,In-Store,Returning,Debit Card,CUST-1528,141.45,1,10.1,134.3,4.6,4.0
ORD-100082,2024-04-27,Electronics,North,In-Store,Returning,Credit Card,CUST-2608,614.34,5,4.7,3091.54,3.4,2.0
ORD-101853,2024-04-27,Electronics,West,Online,New,Credit Card,CUST-2653,1078.89,2,0.0,2278.82,5.0,6.0
ORD-104883,2024-04-27,Electronics,South,Mobile App,Returning,PayPal,CUST-2436,166.21,3,13.4,456.04,,3.0
ORD-101907,2024-04-27,Apparel,North,In-Store,New,Gift Card,CUST-1793,110.99,2,6.9,218.26,4.6,0.0
ORD-102659,2024-04-27,Apparel,West,Online,VIP,Credit Card,CUST-2182,176.52,5,10.8,831.44,4.2,5.0
ORD-102932,2024-04-28,Sports,South,Mobile App,Returning,Debit Card,CUST-1402,223.09,1,13.4,204.13,3.3,5.0
ORD-102094,2024-04-28,Electronics,East,Online,Returning,,CUST-3067,394.71,1,3.0,404.53,3.7,5.0
ORD-102432,2024-04-28,Beauty,East,Mobile App,New,Debit Card,CUST-2174,123.16,1,10.7,116.2,4.1,5.0
ORD-101555,2024-04-28,Beauty,Central,Online,Returning,PayPal,CUST-1681,63.58,3,0.0,201.53,5.0,
ORD-101486,2024-04-28,Apparel,South,Online,New,Debit Card,CUST-2851,142.33,3,0.0,451.15,4.4,3.0
ORD-102368,2024-04-28,Home & Garden,North,In-Store,VIP,Debit Card,CUST-3355,439.28,1,13.3,402.4,4.7,1.0
ORD-103321,2024-04-28,Beauty,North,Online,New,Debit Card,CUST-2033,149.64,3,0.0,474.32,4.1,3.0
ORD-103884,2024-04-28,Electronics,South,Online,Returning,Debit Card,CUST-2239,305.27,3,2.9,939.56,4.5,5.0
ORD-104142,2024-04-29,Electronics,South,Online,Returning,Credit Card,CUST-2275,1044.96,1,0.7,1096.85,,6.0
ORD-101777,2024-04-29,Beauty,North,Online,Returning,Debit Card,CUST-1285,38.7,2,8.2,75.11,,6.0
ORD-101075,2024-04-29,Apparel,East,Mobile App,Returning,PayPal,CUST-1800,140.14,5,7.1,688.09,,5.0
ORD-104219,2024-04-29,Home & Garden,Central,Online,Returning,Credit Card,CUST-2047,348.17,1,7.1,341.9,4.3,3.0
ORD-102719,2024-04-29,Electronics,West,In-Store,VIP,Gift Card,CUST-3056,437.08,1,4.9,439.38,4.5,0.0
ORD-101935,2024-04-29,Home & Garden,East,In-Store,Returning,Gift Card,CUST-2147,497.82,2,9.6,951.41,3.5,0.0
ORD-101595,2024-04-30,Apparel,East,Online,Returning,Debit Card,CUST-3459,44.74,1,1.2,46.75,3.9,6.0
ORD-104582,2024-04-30,Beauty,South,Online,Returning,Gift Card,CUST-3338,26.3,5,0.3,138.65,3.4,6.0
ORD-101636,2024-04-30,Home & Garden,East,In-Store,VIP,Credit Card,CUST-3155,180.6,3,3.6,552.35,3.8,0.0
ORD-100349,2024-04-30,Apparel,West,In-Store,Returning,Debit Card,CUST-1093,168.76,2,10.5,319.46,,4.0
ORD-100040,2024-04-30,Home & Garden,Central,Online,VIP,PayPal,CUST-2763,412.95,3,17.4,1082.16,3.4,4.0
ORD-100622,2024-04-30,Apparel,West,Online,Returning,PayPal,CUST-2151,39.61,1,10.1,37.66,3.6,6.0
ORD-103270,2024-04-30,Beauty,North,Mobile App,New,Gift Card,CUST-1995,35.51,2,0.0,75.11,5.0,4.0
ORD-101849,2024-04-30,Beauty,North,Mobile App,Returning,Gift Card,CUST-2028,31.9,1,5.5,31.88,4.4,
ORD-101940,2024-04-30,Electronics,East,Online,New,Credit Card,CUST-1695,363.87,2,2.4,751.14,3.8,7.0
ORD-104366,2024-05-01,Home & Garden,South,Online,Returning,Gift Card,CUST-2166,133.7,1,10.8,126.18,3.8,7.0
ORD-100186,2024-05-01,Apparel,East,In-Store,New,Debit Card,CUST-1099,161.79,1,1.0,169.46,3.3,1.0
ORD-101077,2024-05-01,Apparel,South,Mobile App,New,Credit Card,CUST-2196,124.12,1,9.6,118.71,2.6,3.0
ORD-100466,2024-05-01,Apparel,East,In-Store,VIP,Debit Card,CUST-3172,55.59,1,6.7,54.87,4.6,3.0
ORD-102595,2024-05-01,Home & Garden,West,Mobile App,New,PayPal,CUST-2013,419.29,1,0.7,440.51,4.4,4.0
ORD-100531,2024-05-01,Electronics,South,Online,VIP,PayPal,CUST-2944,222.23,1,10.8,209.73,4.2,
ORD-104378,2024-05-01,Sports,North,Online,Returning,PayPal,CUST-3012,271.01,1,0.4,285.59,4.5,
ORD-100702,2024-05-02,Toys,South,In-Store,New,PayPal,CUST-3028,80.86,1,0.0,85.59,3.7,0.0
ORD-102327,2024-05-02,Apparel,East,Online,New,Debit Card,CUST-3232,172.84,2,4.0,351.26,4.8,5.0
ORD-102296,2024-05-02,Electronics,North,Online,Returning,,CUST-1501,865.07,2,2.5,1785.56,3.9,5.0
ORD-103558,2024-05-02,Beauty,Central,In-Store,Returning,PayPal,CUST-1987,37.34,2,11.3,70.12,3.7,
ORD-102199,2024-05-02,Beauty,North,In-Store,Returning,Debit Card,CUST-1181,40.58,1,9.0,39.09,4.1,0.0
ORD-100167,2024-05-02,Electronics,South,In-Store,Returning,Gift Card,CUST-2956,1123.46,2,6.2,2230.89,3.8,0.0
ORD-103689,2024-05-02,Sports,South,Online,Returning,Credit Card,CUST-2052,246.81,2,7.1,485.4,4.1,5.0
ORD-103048,2024-05-03,Sports,East,In-Store,Returning,Credit Card,CUST-3109,282.9,2,7.0,557.23,4.9,0.0
ORD-100684,2024-05-03,Electronics,South,In-Store,Returning,Credit Card,CUST-3498,518.91,1,6.0,516.54,4.1,2.0
ORD-103523,2024-05-03,Beauty,West,In-Store,Returning,Gift Card,CUST-3301,100.77,1,10.4,95.61,3.9,0.0
